Order_ID,Customer_ID,Product_ID,Store_ID,Date,Quantity,Sales_Amount
206,188,16,5,2024-08-20,7,3237.89
207,148,24,1,2024-08-23,1,643.73
208,181,24,2,2024-11-04,10,6269.3
209,177,6,3,2024-09-20,9,1103.23
210,193,18,8,2024-12-17,9,3319.11
211,157,6,4,2025-04-25,8,887.95
212,170,5,5,2025-05-23,10,1764.51
213,88,35,1,2025-03-26,8,4254.75
214,121,37,6,2024-09-20,7,3215.66
215,76,19,3,2025-05-06,1,288.54
216,153,20,5,2024-12-21,1,98.18
217,149,11,1,2024-11-22,5,2139.04
218,160,2,5,2024-12-10,8,2393.9
219,130,5,5,2024-09-02,5,907.37
220,72,18,5,2024-08-27,1,455.27
221,155,12,3,2024-07-25,8,1896.32
222,45,17,4,2024-11-19,8,3795.98
223,136,3,6,2025-01-11,2,1352.88
224,153,10,8,2024-12-09,7,1511.18
225,61,29,3,2025-05-14,4,1134.21
226,89,4,5,2024-11-04,2,263.28
227,119,26,8,2024-08-31,5,431.61
228,193,35,4,2024-09-12,7,3989.55
229,100,31,5,2024-08-25,3,176.0
230,112,1,5,2024-10-03,8,3180.81
231,81,34,1,2025-01-06,2,1315.59
232,164,23,7,2025-01-13,10,2402.13
233,70,22,5,2025-02-24,5,2498.91
234,66,38,7,2025-02-23,8,2628.1
235,192,16,4,2025-02-07,9,3495.9
236,177,12,6,2024-12-28,9,1887.74
237,3,5,1,2024-09-01,7,1254.96
238,27,29,6,2024-08-02,4,1184.48
239,65,13,1,2024-08-26,1,298.35
240,15,39,4,2024-12-07,10,4535.56
241,182,8,2,2025-02-23,10,1692.81
242,169,37,3,2024-08-28,2,1020.24
243,65,19,8,2025-03-11,2,567.66
244,71,28,6,2025-03-12,5,71.58
245,19,18,1,2025-05-23,7,2864.82
246,16,17,5,2024-11-25,3,1549.66
247,126,13,7,2025-06-23,3,901.99
248,28,10,7,2024-12-19,4,825.17
249,28,29,5,2024-07-27,2,474.58
250,19,37,5,2024-11-13,8,3279.28
251,128,10,1,2024-12-30,1,209.4
252,69,10,6,2024-12-20,7,1427.16
253,132,32,8,2025-05-21,7,1209.13
254,187,5,4,2024-08-24,1,197.33
255,177,31,2,2025-04-30,10,587.54
256,92,22,5,2025-07-07,7,2762.68
257,166,6,6,2025-02-25,9,1064.74
258,88,6,8,2025-07-09,5,557.78
259,46,36,1,2024-10-25,7,1224.7
260,77,25,2,2025-03-02,6,3777.39
261,162,29,4,2025-02-10,3,712.09
262,7,38,4,2024-09-26,8,2341.37
263,139,20,8,2025-04-15,9,971.34
264,116,2,1,2024-12-17,6,1778.66
265,185,3,7,2024-09-26,2,1077.86
266,168,34,8,2024-09-14,9,4679.29
267,149,15,2,2024-11-04,1,159.2
268,126,2,8,2024-11-16,10,2953.6
269,180,9,1,2024-11-04,3,1402.25
270,79,7,8,2025-01-30,10,3084.72
271,152,5,2,2024-09-17,2,408.85
272,158,15,2,2024-08-16,4,580.31
273,189,26,6,2024-09-25,2,199.38
274,148,35,3,2025-01-07,6,3571.91
275,55,3,3,2024-11-07,6,3071.5
276,71,10,7,2025-01-02,3,634.02
277,142,11,8,2024-11-16,4,1767.38
278,11,9,2,2025-01-27,10,4319.69
279,41,2,8,2025-05-22,2,582.38
280,46,6,5,2024-08-21,7,791.4
281,198,31,3,2024-12-10,4,206.96
282,70,34,8,2024-10-28,7,3752.82
283,45,40,1,2024-10-26,10,2316.11
284,128,40,2,2025-04-28,5,1224.4
285,2,36,4,2025-03-22,4,588.37
286,136,7,6,2025-01-31,9,3096.44
287,119,14,5,2025-03-10,1,422.59
288,39,31,8,2025-03-19,3,156.11
289,12,4,6,2024-10-06,5,695.09
290,65,22,8,2025-01-16,1,401.59
291,14,35,3,2024-09-02,3,1760.59
292,125,33,2,2024-09-13,2,798.65
293,185,29,6,2024-11-18,7,1758.8
294,174,21,4,2024-07-25,2,566.97
295,26,16,7,2024-12-23,4,1572.92
296,57,5,8,2024-11-29,10,2036.25
297,112,10,4,2025-06-14,10,1965.43
298,100,24,3,2025-03-20,8,5385.27
299,162,23,5,2024-12-17,4,808.36
300,9,37,1,2025-05-31,5,2136.7
301,120,30,7,2025-06-22,3,987.89
302,57,19,3,2024-11-27,10,3061.77
303,148,36,4,2025-01-09,2,324.36
304,134,32,4,2024-11-29,10,1765.44
305,119,18,1,2025-01-06,7,3182.09
306,64,16,6,2025-06-04,7,2932.21
307,152,10,1,2025-06-07,7,1601.25
308,11,31,1,2025-06-21,7,410.76
309,123,7,8,2025-04-01,8,2526.77
310,143,1,7,2025-03-10,4,1463.82
311,76,16,2,2024-09-13,1,406.35
312,79,11,8,2024-11-16,10,4204.02
313,7,30,8,2024-11-24,3,1019.94
314,104,12,6,2025-03-14,8,2099.42
315,1,5,7,2025-04-19,6,1239.32
316,76,28,5,2024-10-09,10,161.86
317,54,6,6,2025-01-25,1,107.19
318,173,24,1,2024-11-22,2,1215.61
319,120,40,1,2024-09-29,6,1478.09
320,166,36,2,2024-12-24,9,1597.05
321,53,9,6,2024-11-23,4,1818.25
322,167,31,4,2024-11-13,4,219.65
323,69,33,7,2025-05-04,5,1536.17
324,96,23,8,2025-04-18,8,1703.45
325,32,31,5,2025-03-25,8,482.29
326,173,5,4,2025-01-29,8,1429.0
327,101,12,5,2025-03-03,2,434.51
328,71,8,3,2025-05-22,8,1363.93
329,53,34,1,2024-10-25,5,2839.56
330,175,35,3,2024-11-26,8,4112.22
331,114,2,5,2024-12-16,4,1188.68
332,60,34,6,2024-11-08,7,4178.98
333,168,21,8,2025-06-05,10,3147.92
334,136,36,8,2025-05-24,8,1253.3
335,34,20,3,2024-12-22,5,432.41
336,96,19,1,2024-12-11,3,779.71
337,117,11,3,2024-09-05,9,3283.75
338,45,10,3,2025-07-19,4,703.24
339,82,37,3,2025-02-26,8,3565.48
340,48,14,1,2024-10-08,6,3211.08
341,38,24,8,2025-03-09,9,6504.8
342,137,20,2,2025-02-19,1,91.65
343,128,10,8,2024-09-30,6,1069.26
344,190,35,6,2025-04-13,5,2675.72
345,75,37,3,2025-05-17,10,5149.91
346,114,22,2,2025-02-21,8,4108.4
347,36,36,2,2024-08-02,5,711.68
348,159,15,8,2025-05-01,6,779.0
349,15,39,4,2025-01-18,10,4386.1
350,197,18,4,2025-04-24,1,369.49
351,115,6,7,2024-10-12,4,425.56
352,155,39,1,2025-01-09,6,2528.14
353,184,28,6,2025-05-28,7,107.46
354,73,23,6,2024-11-13,5,1220.54
355,144,6,4,2025-06-10,8,917.07
356,107,29,5,2025-04-18,3,908.92
357,109,27,3,2024-08-18,10,121.33
358,37,14,5,2025-06-06,8,4293.34
359,135,22,2,2025-06-17,10,4932.82
360,23,1,7,2025-05-28,5,2008.64
361,143,30,3,2025-05-27,4,1101.68
362,98,19,8,2024-12-28,1,299.24
363,78,38,5,2025-04-10,8,2468.56
364,119,15,1,2025-02-01,1,132.64
365,77,31,2,2024-09-15,5,283.21
366,126,16,1,2025-03-25,2,884.39
367,127,5,6,2024-11-17,10,2033.78
368,112,17,8,2024-10-24,2,1011.29
369,188,37,1,2024-10-29,5,2156.21
370,15,10,6,2025-04-04,8,1780.02
371,35,23,3,2024-09-20,1,197.95
372,108,23,1,2025-04-26,5,995.96
373,164,5,4,2025-01-03,3,663.81
374,154,11,6,2025-05-25,6,2579.78
375,176,20,5,2024-12-16,6,496.06
376,149,23,3,2024-08-20,1,189.06
377,73,24,8,2025-01-13,7,4196.73
378,42,7,4,2025-03-12,3,1030.83
379,49,36,2,2025-01-25,7,1152.8
380,20,8,3,2025-03-06,1,189.83
381,80,24,3,2024-12-25,8,5648.97
382,153,34,6,2025-02-15,3,1861.58
383,8,8,4,2025-02-04,3,636.03
384,37,15,5,2025-07-16,3,405.58
385,21,28,2,2025-07-15,2,27.22
386,124,28,1,2025-06-25,4,56.2
387,169,33,1,2025-04-17,8,2514.37
388,65,3,2,2025-01-01,5,3109.46
389,194,7,2,2025-02-19,10,3121.38
390,52,12,6,2024-08-06,1,215.84
391,192,18,6,2025-05-26,6,2277.15
392,129,40,4,2024-12-09,9,2362.12
393,26,38,1,2025-04-21,9,2489.89
394,50,19,3,2025-07-05,9,2076.22
395,186,7,4,2025-06-03,9,3423.19
396,122,24,3,2025-02-16,8,5313.42
397,28,12,6,2025-03-10,7,1688.17
398,132,15,7,2025-03-27,2,320.77
399,81,8,8,2025-07-13,2,384.39
400,127,24,5,2024-08-25,9,6062.48
401,22,21,8,2024-09-03,2,577.78
402,117,39,5,2025-05-17,8,3186.99
403,105,19,7,2024-10-27,4,1208.36
404,122,24,3,2025-04-04,1,727.27
405,126,7,7,2025-04-07,8,2765.16
406,174,6,2,2024-12-07,3,309.75
407,178,38,2,2024-09-25,3,787.36
408,51,22,4,2025-03-31,10,5056.51
409,104,8,4,2025-03-17,7,1429.91
410,72,38,5,2024-08-09,7,2027.37
411,171,39,7,2025-02-26,8,3492.79
412,38,30,2,2025-03-30,2,562.98
413,128,15,3,2025-04-12,1,130.16
414,14,5,8,2025-03-31,1,234.33
415,98,39,6,2024-12-25,3,1226.0
416,160,7,2,2025-05-11,9,3343.61
417,120,13,5,2024-11-28,8,2295.34
418,67,35,6,2025-05-28,9,4924.91
419,196,3,7,2025-01-06,2,1140.44
420,81,25,8,2024-09-02,8,4335.43
421,46,36,5,2024-07-27,3,498.82
422,35,20,7,2024-08-30,8,816.71
423,146,32,8,2024-10-31,8,1451.24
424,41,33,1,2024-10-17,7,2310.86
425,152,25,6,2025-02-06,5,2986.35
426,8,38,1,2025-05-09,3,1003.38
427,90,38,1,2025-02-09,6,1751.44
428,110,23,6,2025-02-24,7,1421.67
429,170,16,4,2025-03-05,4,1710.08
430,152,6,2,2025-04-16,5,470.23
431,44,2,6,2025-03-03,1,339.21
432,109,37,7,2024-10-16,5,2050.76
433,121,38,1,2025-01-12,6,1749.86
434,100,21,2,2024-12-15,8,2101.2
435,173,14,6,2024-12-21,8,3735.64
436,196,22,3,2025-01-18,10,4290.43
437,112,13,8,2025-05-18,2,635.84
438,138,14,5,2025-04-12,5,2008.01
439,147,26,4,2025-03-08,10,934.56
440,24,38,2,2025-04-17,10,2878.29
441,18,37,8,2025-02-02,7,3067.28
442,20,20,5,2024-09-19,7,694.17
443,81,13,7,2024-12-03,7,1860.29
444,132,30,3,2024-08-01,1,316.87
445,133,12,8,2025-01-26,4,1036.61
446,191,30,5,2024-09-01,9,3004.71
447,197,28,1,2024-11-14,9,130.55
448,119,10,4,2024-12-31,3,643.25
449,196,20,7,2025-07-15,7,624.05
450,17,14,7,2024-08-25,5,2565.14
451,166,11,5,2024-09-06,10,3589.57
452,62,8,3,2025-06-10,4,653.09
453,80,30,8,2025-07-23,9,3158.67
454,109,3,4,2025-05-02,3,1650.11
455,8,17,5,2024-09-16,9,4263.45
456,11,32,1,2024-12-05,1,197.69
457,22,21,5,2024-11-21,2,672.84
458,105,24,2,2024-12-03,7,5015.42
459,186,9,4,2025-01-15,2,917.78
460,129,8,5,2025-05-23,8,1709.12
461,61,39,2,2024-10-11,6,2473.31
462,150,25,4,2025-02-10,7,4041.36
463,28,12,4,2025-01-26,5,1211.68
464,66,38,1,2024-12-05,8,2449.31
465,180,8,6,2025-01-23,9,1678.99
466,175,16,5,2024-08-29,3,1174.96
467,184,24,5,2025-01-09,1,658.72
468,156,3,1,2025-04-29,4,2185.79
469,99,20,6,2025-04-19,2,190.87
470,61,29,7,2025-01-14,1,311.84
471,101,17,5,2024-11-23,2,1193.63
472,194,16,5,2024-08-18,4,1816.43
473,42,29,6,2024-11-16,7,2111.05
474,71,6,8,2024-08-09,8,915.87
475,86,28,2,2025-06-02,3,50.86
476,130,5,6,2025-04-25,7,1477.25
477,141,21,8,2024-09-05,1,323.65
478,165,12,8,2024-07-31,3,627.54
479,52,20,6,2025-06-17,10,822.82
480,41,16,3,2024-12-03,10,4322.59
481,82,29,8,2025-03-31,3,769.6
482,176,38,6,2024-09-03,5,1374.73
483,107,24,3,2025-04-11,7,4924.74
484,147,15,1,2025-05-29,1,167.77
485,166,40,4,2024-09-24,2,588.77
486,51,17,3,2025-07-19,1,510.15
487,110,39,5,2025-05-06,3,1140.18
488,95,11,2,2024-10-25,1,416.95
489,112,30,8,2025-02-08,2,558.06
490,53,13,5,2024-09-28,5,1548.02
491,98,9,7,2025-02-22,4,1851.66
492,73,13,7,2024-09-23,3,839.04
493,38,2,5,2024-11-28,5,1576.99
494,116,16,6,2025-02-25,10,4320.72
495,118,6,1,2025-01-04,8,757.29
496,83,26,4,2025-01-18,7,647.74
497,189,39,5,2024-10-21,2,761.78
498,16,4,6,2025-05-28,4,605.17
499,91,39,1,2024-12-27,1,402.09
500,159,25,5,2025-03-24,7,4658.53
501,34,36,1,2024-10-02,10,1502.65
502,44,33,8,2024-10-03,6,2384.66
503,34,6,6,2025-03-28,9,940.52
504,67,8,6,2025-04-04,1,219.16
505,128,18,6,2025-01-06,7,2768.37
506,68,40,5,2024-12-23,9,2179.12
507,43,21,8,2024-08-03,3,913.91
508,169,29,1,2025-05-05,4,987.94
509,59,12,1,2025-03-18,8,1829.73
510,181,30,7,2025-06-30,2,702.66
511,127,3,8,2024-10-07,6,4082.07
512,144,32,8,2025-01-13,8,1254.18
513,185,10,2,2025-03-09,6,1046.28
514,73,12,3,2025-01-05,9,2443.0
515,145,38,4,2024-12-21,10,3494.79
516,2,34,3,2024-07-24,7,4607.97
517,64,32,2,2025-04-22,6,912.2
518,175,8,7,2024-10-14,6,1178.07
519,28,21,3,2024-10-10,1,260.9
520,182,31,8,2024-11-08,5,299.04
521,2,22,1,2025-05-11,10,5206.86
522,84,37,3,2025-04-22,4,2139.75
523,165,19,6,2025-06-02,1,292.63
524,141,39,7,2025-05-28,2,843.06
525,46,16,7,2024-08-16,2,697.13
526,54,11,7,2025-03-04,7,2553.77
527,193,10,2,2024-08-31,5,993.71
528,111,20,3,2025-05-29,6,595.37
529,95,33,4,2025-06-26,8,2800.54
530,100,31,5,2025-02-16,10,599.17
531,24,28,6,2024-10-03,10,144.35
532,162,28,2,2024-12-12,1,16.04
533,119,15,3,2024-11-26,8,1197.54
534,166,34,2,2024-10-07,5,2885.91
535,21,31,5,2025-01-16,3,200.35
536,176,20,4,2024-09-05,9,830.88
537,146,4,2,2024-11-01,1,153.29
538,131,28,7,2025-04-09,2,31.61
539,185,37,5,2025-06-23,6,2669.18
540,21,33,1,2025-01-29,2,764.79
541,119,12,3,2025-02-12,7,1486.69
542,107,20,6,2025-03-28,10,1009.29
543,194,29,5,2024-11-21,6,1900.17
544,48,14,3,2025-03-11,2,1004.04
545,155,17,2,2024-12-20,7,3722.18
546,2,26,2,2025-03-17,1,78.17
547,123,30,7,2024-12-22,10,3260.68
548,78,40,6,2025-03-07,7,1966.91
549,23,9,3,2024-09-05,1,406.36
550,5,13,1,2024-12-05,4,1144.44
551,38,16,7,2024-12-06,9,3330.02
552,78,30,3,2025-06-16,8,2380.38
553,30,11,3,2025-01-16,8,3571.49
554,121,2,8,2025-03-19,10,3161.53
555,76,37,7,2024-09-28,1,456.56
556,27,28,7,2025-06-04,8,137.14
557,153,36,5,2025-04-10,1,166.07
558,125,33,8,2025-04-23,4,1518.08
559,136,2,7,2025-05-29,10,3238.89
560,17,18,7,2024-11-15,8,2990.7
561,160,23,8,2025-07-14,7,1270.18
562,74,13,8,2025-03-18,6,1693.8
563,130,15,6,2025-03-09,10,1645.91
564,184,30,3,2024-08-24,5,1628.97
565,100,27,6,2025-04-10,8,102.91
566,42,40,4,2024-09-13,5,1359.9
567,23,31,3,2024-11-21,3,158.25
568,156,32,2,2024-09-06,7,1415.83
569,127,20,4,2024-10-23,4,384.28
570,5,23,5,2024-11-18,6,1346.54
571,45,33,1,2024-09-06,2,676.54
572,30,40,4,2024-10-02,2,523.61
573,125,17,6,2024-12-14,6,3418.72
574,198,36,5,2025-04-18,3,554.52
575,132,39,2,2024-09-15,1,492.18
576,113,30,2,2025-02-06,2,662.59
577,157,7,1,2024-12-20,9,2714.19
578,162,8,4,2025-01-01,6,1025.25
579,75,29,8,2025-03-11,2,494.94
580,94,22,3,2024-09-14,2,1012.59
581,113,27,1,2025-03-03,4,51.97
582,122,22,5,2024-12-19,9,3698.98
583,69,24,7,2025-01-03,6,3933.75
584,63,10,7,2024-10-03,4,708.41
585,110,27,7,2025-01-28,8,107.32
586,133,24,1,2025-03-26,8,4494.04
587,3,34,2,2025-02-16,2,1107.76
588,103,11,7,2025-04-18,1,377.85
589,10,10,1,2025-07-14,9,2054.6
590,108,26,5,2025-03-30,6,587.44
591,3,18,3,2025-07-19,7,2917.39
592,53,35,8,2024-09-28,6,3622.95
593,167,26,4,2025-02-23,5,379.17
594,138,22,7,2024-09-25,3,1380.39
595,139,19,4,2025-01-29,2,546.37
596,80,34,6,2024-11-12,3,1492.22
597,139,38,5,2024-09-15,4,1336.09
598,78,28,2,2024-10-03,1,17.66
599,67,33,6,2024-11-22,2,612.99
600,167,8,8,2025-06-14,5,976.46
601,2,30,6,2025-01-14,4,1334.1
602,149,37,4,2025-03-20,6,2708.57
603,171,37,3,2024-08-12,7,3388.47
604,64,7,6,2025-06-24,9,3167.56
605,200,24,8,2024-12-09,2,1123.89
606,109,27,2,2024-07-26,2,20.38
607,34,31,4,2025-01-27,8,404.62
608,174,34,7,2024-09-14,10,5934.57
609,200,26,5,2024-10-06,10,869.26
610,109,29,8,2025-06-04,7,2131.62
611,37,33,3,2024-12-19,8,3033.41
612,34,33,2,2025-02-26,4,1404.65
613,9,11,6,2025-02-04,2,805.78
614,105,8,2,2025-04-02,6,1171.52
615,11,34,3,2025-01-31,2,1119.66
616,96,20,5,2024-12-28,8,645.65
617,37,10,7,2025-04-14,1,226.09
618,79,19,4,2025-01-29,3,896.81
619,126,1,2,2024-12-31,9,3540.31
620,12,27,8,2025-04-24,10,110.88
621,116,22,7,2025-06-14,8,4034.44
622,156,9,3,2025-01-11,9,4211.47
623,195,29,8,2025-01-28,3,924.42
624,84,6,7,2024-09-25,7,685.52
625,102,22,1,2024-08-24,8,3923.52
626,166,6,3,2025-02-27,1,109.07
627,198,20,2,2024-08-03,9,741.3
628,159,35,1,2025-05-28,10,5430.85
629,193,31,1,2025-05-14,2,121.91
630,137,12,1,2024-10-16,5,1343.61
631,63,38,8,2024-11-13,2,663.32
632,156,21,7,2024-08-04,10,2575.75
633,6,22,7,2024-11-06,3,1335.84
634,136,21,7,2024-10-18,5,1309.09
635,26,35,3,2025-02-16,5,2401.93
636,66,6,3,2024-11-12,5,607.75
637,174,11,1,2024-09-26,10,4461.07
638,47,2,1,2025-05-22,5,1658.58
639,82,10,7,2025-01-16,6,1106.75
640,31,4,4,2025-02-27,4,658.01
641,151,16,8,2025-05-07,9,3965.78
642,99,8,5,2025-05-19,1,180.36
643,142,27,2,2025-05-16,8,80.57
644,163,15,1,2025-01-31,5,754.58
